agent_name	grounding	other_mapping	cui
p38	('FPLX', 'p38')	{'FPLX': 'p38', 'TEXT': 'p38  MAPK', 'IP': 'IPR008352', 'MESH': 'D048051'}	C0257535
p38	('FPLX', 'p38')	{'FPLX': 'p38', 'IP': 'IPR008352', 'TEXT': 'p38 MAP kinase', 'MESH': 'D048051'}	C0257535
RPS6KA3	('HGNC', '10432')	{'UP': 'P51812', 'TEXT': 'CLS', 'EGID': '6197', 'HGNC': '10432'}	C0006790
SLC31A1	('HGNC', '11016')	{'UP': 'O15431', 'TEXT': 'CTR-1', 'EGID': '1317', 'HGNC': '11016', 'MESH': 'C490079'}	C1420182
TNFRSF11A	('HGNC', '11908')	{'UP': 'Q9Y6Q6', 'TEXT': 'Rank', 'HGNC': '11908', 'MESH': 'C505686', 'EGID': '8792'}	C0667477
CCS	('HGNC', '1613')	{'UP': 'O14618', 'TEXT': 'CCS', 'EGID': '9973', 'HGNC': '1613', 'MESH': 'C114678'}	C3272108
CDK1	('HGNC', '1722')	{'UP': 'P06493', 'TEXT': 'Cdc2', 'MESH': 'C528899', 'EGID': '983', 'HGNC': '1722'}	C1707108
SMR3B	('HGNC', '17326')	{'UP': 'P02814', 'TEXT': 'PB', 'HGNC': '17326', 'MESH': 'C408143', 'EGID': '10879'}	C1415801
EPGN	('HGNC', '17470')	{'UP': 'Q6UW88', 'TEXT': 'EPG', 'HGNC': '17470', 'MESH': 'C587854', 'EGID': '255324'}	C3884530
SLC22A12	('HGNC', '17989')	{'UP': 'Q96S37', 'TEXT': 'rst', 'HGNC': '17989', 'EGID': '116085', 'MESH': 'C491241'}	C1425219
ATG9B	('HGNC', '21899')	{'UP': 'Q674R7', 'TEXT': 'sone', 'MESH': 'C503283', 'EGID': '285973', 'HGNC': '21899'}	C1564199
CSHL1	('HGNC', '2442')	{'UP': 'Q14406', 'TEXT': 'CSL', 'EGID': '1444', 'HGNC': '2442'}	C1413754
DOCK3	('HGNC', '2989')	{'TEXT': 'PBP', 'HGNC': '2989', 'UP': 'Q8IZD9', 'MESH': 'C485840', 'EGID': '1795'}	C0755397
PPARGC1B	('HGNC', '30022')	{'UP': 'Q86YN6', 'TEXT': 'PGC1', 'EGID': '133522', 'HGNC': '30022', 'MESH': 'C455622'}	C1418779
FZD1	('HGNC', '4038')	{'UP': 'Q9UP38', 'TEXT': 'FZD1', 'MESH': 'C489740', 'EGID': '8321', 'HGNC': '4038'}	C1414886
GCLC	('HGNC', '4311')	{'UP': 'P48506', 'TEXT': 'GCs', 'HGNC': '4311', 'EGID': '2729', 'MESH': 'C000609392'}	C1522376
GCLC	('HGNC', '4311')	{'UP': 'P48506', 'TEXT': 'GCLC', 'HGNC': '4311', 'EGID': '2729', 'MESH': 'C000609392'}	C1522376
GPX4	('HGNC', '4556')	{'UP': 'P36969', 'TEXT': 'GPX4', 'MESH': 'D000080662', 'EGID': '2879', 'HGNC': '4556'}	C1415278
HJV	('HGNC', '4887')	{'UP': 'Q6ZVN8', 'TEXT': 'JH', 'HGNC': '4887', 'MESH': 'C481006', 'EGID': '148738'}	C0268060
HSF1	('HGNC', '5224')	{'UP': 'Q00613', 'MESH': 'C000619706', 'EGID': '3297', 'HGNC': '5224', 'TEXT': 'HSF1'}	C2348945
IDE	('HGNC', '5381')	{'UP': 'P14735', 'TEXT': 'ide', 'HGNC': '5381', 'MESH': 'D007339', 'EGID': '3416'}	C1415875
APC	('HGNC', '583')	{'UP': 'P25054', 'MESH': 'C555337', 'EGID': '324', 'HGNC': '583', 'TEXT': 'APC'}	C0032580
IRF1	('HGNC', '6116')	{'UP': 'P10914', 'TEXT': 'IRF1', 'HGNC': '6116', 'EGID': '3659', 'MESH': 'C494257'}	C1530270
AQP1	('HGNC', '633')	{'UP': 'P29972', 'TEXT': 'co', 'HGNC': '633', 'MESH': 'C496020', 'EGID': '358'}	C3245499
MAP3K1	('HGNC', '6848')	{'UP': 'Q13233', 'TEXT': 'MEKK1', 'EGID': '4214', 'HGNC': '6848', 'MESH': 'C482576'}	C1367798
MAP3K5	('HGNC', '6857')	{'UP': 'Q99683', 'EGID': '4217', 'HGNC': '6857', 'MESH': 'C482858', 'TEXT': 'ASK1'}	C1417014
MAP3K7	('HGNC', '6859')	{'UP': 'O43318', 'HGNC': '6859', 'EGID': '6885', 'TEXT': 'TAK1'}	C1334477
PCDH1	('HGNC', '8655')	{'UP': 'Q08174', 'TEXT': 'PC4-2', 'EGID': '5097', 'HGNC': '8655', 'MESH': 'C081683'}	C1702242
EXOSC9	('HGNC', '9137')	{'UP': 'Q06265', 'TEXT': 'P5', 'HGNC': '9137', 'MESH': 'C571398', 'EGID': '5393'}	C1539371
HTRA1	('HGNC', '9476')	{'UP': 'Q92743', 'TEXT': 'HTRA1', 'HGNC': '9476', 'MESH': 'D000074289', 'EGID': '5654'}	C1825552
BAX	('HGNC', '959')	{'UP': 'Q07812', 'HGNC': '959', 'MESH': 'C494826', 'EGID': '581', 'TEXT': 'BAX'}	C0219474
RAC1	('HGNC', '9801')	{'UP': 'P63000', 'HGNC': '9801', 'MESH': 'C107953', 'EGID': '5879', 'TEXT': 'Rac1'}	C1419227
RAD51	('HGNC', '9817')	{'UP': 'Q06609', 'TEXT': 'RecA', 'HGNC': '9817', 'MESH': 'C495153', 'EGID': '5888'}	C1419240
RELA	('HGNC', '9955')	{'UP': 'Q04206', 'MESH': 'C498143', 'EGID': '5970', 'HGNC': '9955', 'TEXT': 'p65'}	C1453853
Hepatitis	('MESH', 'D006505')	{'MESH': 'D006505', 'TEXT': 'hepatitis', 'HP': 'HP:0012115'}	C0019159
Hepatitis, Chronic	('MESH', 'D006521')	{'MESH': 'D006521', 'TEXT': 'chronic hepatitis'}	C0019189
Seizures	('MESH', 'D012640')	{'MESH': 'D012640', 'TEXT': 'Seizures'}	C0036572
Liver Failure	('MESH', 'D017093')	{'MESH': 'D017093', 'TEXT': 'liver  failure', 'HP': 'HP:0001399'}	C0085605
Peripheral Nerve Injuries	('MESH', 'D059348')	{'MESH': 'D059348', 'TEXT': 'peripheral nerve injury', 'EFO': '0009510'}	C0262593
Peripheral Nerve Injuries	('MESH', 'D059348')	{'MESH': 'D059348', 'TEXT': 'peripheral  nerve  injury', 'EFO': '0009510'}	C0262593
Complement C3g fragment	('UPPRO', 'PRO_0000005914')	{'PR': 'PR:000050130', 'TEXT': 'C-3-G', 'UPPRO': 'PRO_0000005914'}	C0439267
Bradykinin	('UPPRO', 'PRO_0000006688')	{'TEXT': 'Bradykinin', 'UPPRO': 'PRO_0000006688'}	C0006100
Angiotensin-2	('UPPRO', 'PRO_0000032458')	{'UPPRO': 'PRO_0000032458', 'PR': 'PR:000036009', 'TEXT': 'angiotensin II'}	C0003009
pccB	('UP', 'I3R7F1')	{'UP': 'I3R7F1', 'TEXT': 'PCC'}	C0044609
TOP2	('UP', 'O16140')	{'UP': 'O16140', 'TEXT': 'topo  II'}	C0012863
bm3R1	('UP', 'P43506')	{'UP': 'P43506', 'TEXT': 'Bm3R1 protein'}	C0033684
DEX	('UP', 'P48845')	{'UP': 'P48845', 'TEXT': 'DEX'}	C0011816
trans-acting factor	('UP', 'Q04221')	{'UP': 'Q04221', 'TEXT': 'factor'}	C1521761
ccr	('UP', 'Q3IZ91')	{'UP': 'Q3IZ91', 'TEXT': 'CCR'}	C1955905
SNE	('UP', 'Q9LUB6')	{'UP': 'Q9LUB6', 'TEXT': 'SNE'}	C0023264
itr-1	('UP', 'Q9Y0A1')	{'UP': 'Q9Y0A1', 'TEXT': 'InsP3R'}	C0063592
,23	(None, None)	{'TEXT': ',23'}	C0450348
2008/MRP1	(None, None)	{'TEXT': '2008/MRP1'}	C1701084
"ANTICANCER RESEARCH 24: 3757-3762 2004
 5 Sato  D"	(None, None)	{'TEXT': 'ANTICANCER RESEARCH 24: 3757-3762 (2004)\n 5 Sato  D'}	C0242481
AP-18	(None, None)	{'TEXT': 'AP-18'}	C0002680
Anthocyanidins	(None, None)	{'TEXT': 'Anthocyanidins'}	C0175820
Aurantii Fructus Im- maturus	(None, None)	{'TEXT': 'Aurantii Fructus Im- maturus'}	C0016767
BBB	(None, None)	{'TEXT': 'BBB'}	C0005854
BC  prod- ucts	(None, None)	{'TEXT': 'BC  prod- ucts'}	C0070319
BCRP inhibitor	(None, None)	{'TEXT': 'BCRP inhibitor'}	C1999216
BPS	(None, None)	{'PF': 'PF08947', 'TEXT': 'BPS'}	C1849718
Bergamottin	(None, None)	{'TEXT': 'Bergamottin'}	C0105755
Butyl-EGCG	(None, None)	{'TEXT': 'Butyl-EGCG'}	C0059438
CE.22	(None, None)	{'TEXT': 'CE.22'}	C0038088
CNT-based drug carrier	(None, None)	{'TEXT': 'CNT-based drug carrier'}	C0013161
COX-2 inhibitors	(None, None)	{'TEXT': 'COX-2 inhibitors'}	C1257954
CYP  450	(None, None)	{'TEXT': 'CYP  450'}	C0010762
CYP 450	(None, None)	{'TEXT': 'CYP 450'}	C0010762
CYP3A enzyme	(None, None)	{'TEXT': 'CYP3A enzyme'}	C0014442
Calcium channel inhibitors	(None, None)	{'TEXT': 'Calcium channel inhibitors'}	C0006685
Cu2+	(None, None)	{'TEXT': 'Cu2+'}	C1177210
Cysneiros  RM	(None, None)	{'TEXT': 'Cysneiros  RM'}	C0024851
DEGs	(None, None)	{'PF': 'PF05384', 'TEXT': 'DEGs'}	C3539688
Dihydroquercetin	(None, None)	{'TEXT': 'Dihydroquercetin'}	C0075861
ER ID	(None, None)	{'TEXT': 'ER ID'}	C0009450
Echinacea	(None, None)	{'TEXT': 'Echinacea'}	C1095869
Epigallocatechin-3-gallate	(None, None)	{'TEXT': 'Epigallocatechin-3-gallate'}	C0059438
F0F1-ATPase	(None, None)	{'TEXT': 'F0F1-ATPase'}	C0018437
FTIR	(None, None)	{'TEXT': 'FTIR'}	C0206055
FUTP	(None, None)	{'TEXT': 'FUTP'}	C0049194
FdUMP	(None, None)	{'TEXT': 'FdUMP'}	C0016344
Feng  WY	(None, None)	{'TEXT': 'Feng  WY'}	C0043287
GABAC receptors	(None, None)	{'TEXT': 'GABAC receptors'}	C0254662
Gp91ds-tat	(None, None)	{'TEXT': 'Gp91ds-tat'}	C3897364
Gymnema sylvesta	(None, None)	{'TEXT': 'Gymnema sylvesta'}	C1080684
HC-030031	(None, None)	{'TEXT': 'HC-030031'}	C2976730
Ho et	(None, None)	{'TEXT': 'Ho et'}	C0040028
Hsa-mir-98-	(None, None)	{'TEXT': 'Hsa-mir-98-'}	C1537753
Hypoxia-	(None, None)	{'TEXT': 'Hypoxia-'}	C0003130
ICa	(None, None)	{'TEXT': 'ICa'}	C0201519
II8-biapigenin	(None, None)	{'TEXT': 'II8-biapigenin'}	C1120118
Isoquercitrin	(None, None)	{'TEXT': 'Isoquercitrin'}	C0064071
KB-R7943	(None, None)	{'TEXT': 'KB-R7943'}	C0663458
KPT-185	(None, None)	{'TEXT': 'KPT-185'}	C3529658
Keck  RW	(None, None)	{'TEXT': 'Keck  RW'}	C0035978
L- sorbose-Bn-OZO	(None, None)	{'TEXT': 'L- sorbose-Bn-OZO'}	C0034700
LTD	(None, None)	{'PF': 'PF00932', 'TEXT': 'LTD'}	C1136140
MEK1 inhibitor	(None, None)	{'TEXT': 'MEK1 inhibitor'}	C0169101
MK- 801	(None, None)	{'TEXT': 'MK- 801'}	C0813872
MK-801	(None, None)	{'TEXT': 'MK-801'}	C0813872
"MK-
801"	(None, None)	{'TEXT': 'MK-\n801'}	C0083453
MK801	(None, None)	{'TEXT': 'MK801'}	C0813872
MRP inhibitor	(None, None)	{'TEXT': 'MRP inhibitor'}	C1999216
MRP inhibitors	(None, None)	{'TEXT': 'MRP inhibitors'}	C0243077
Methyl-b-cyclodextrin 1 mM	(None, None)	{'TEXT': 'Methyl-b-cyclodextrin (1 mM'}	C0010558
Mitochondrial	(None, None)	{'TEXT': 'Mitochondrial'}	C0026237
NMDA receptors	(None, None)	{'TEXT': 'NMDA receptors'}	C0080093
Na+ currents	(None, None)	{'TEXT': 'Na+ currents'}	C0521116
Naasani  I,  Oh-Hashi  F	(None, None)	{'TEXT': 'Naasani  I,  Oh-Hashi  F'}	C0021966
Nomata K	(None, None)	{'TEXT': 'Nomata K'}	C1708601
Oatp1a1 inhibitor	(None, None)	{'TEXT': 'Oatp1a1 inhibitor'}	C1999216
P-glycoprotein inhibitors	(None, None)	{'TEXT': 'P-glycoprotein inhibitors'}	C3500483
P-gp  inhibitor	(None, None)	{'TEXT': 'P-gp  inhibitor'}	C3898062
P-gp [27,41^45]	(None, None)	{'TEXT': 'P-gp [27,41^45]'}	C4319602
P-gp inhibitor	(None, None)	{'TEXT': 'P-gp inhibitor'}	C3898062
P-gp inhibitors	(None, None)	{'TEXT': 'P-gp inhibitors'}	C3898062
P-gp proteins	(None, None)	{'TEXT': 'P-gp proteins'}	C0082731
PBPs	(None, None)	{'TEXT': 'PBPs'}	C0755397
PLC  inhibitor	(None, None)	{'TEXT': 'PLC  inhibitor'}	C1999216
PSC 833 5 WM	(None, None)	{'TEXT': 'PSC 833 (5 WM)'}	C0139121
PT	(None, None)	{'PF': 'PF04886', 'TEXT': 'PT'}	C0032743
Panax ginseng	(None, None)	{'TEXT': 'Panax ginseng'}	C0086767
Pe ron	(None, None)	{'TEXT': 'Pe ron'}	C0070939
Penta-O- galloyl-b-D-glucose	(None, None)	{'TEXT': 'Penta-O- galloyl-b-D-glucose'}	C0017725
PfHT	(None, None)	{'TEXT': 'PfHT'}	C1266126
Phosphorylation-	(None, None)	{'TEXT': 'Phosphorylation-'}	C0031715
Rela- tive protein	(None, None)	{'TEXT': 'Rela- tive protein'}	C1567060
Rev	(None, None)	{'PF': 'PF00424', 'TEXT': 'Rev'}	C2347961
SAMP1 mice	(None, None)	{'TEXT': 'SAMP1 mice'}	C0026809
SB366791	(None, None)	{'TEXT': 'SB366791'}	C4077014
SC-435	(None, None)	{'TEXT': 'SC-435'}	C1144553
SCH23390	(None, None)	{'TEXT': 'SCH23390'}	C0080138
"SCH
23390"	(None, None)	{'TEXT': 'SCH\n23390'}	C0085114
SGLT-2 inhibitors	(None, None)	{'TEXT': 'SGLT-2 inhibitors'}	C3273807
SH	(None, None)	{'PF': 'PF01445', 'TEXT': 'SH'}	C0038108
SKF 96365	(None, None)	{'TEXT': 'SKF 96365'}	C0142554
SKF-525A	(None, None)	{'TEXT': 'SKF-525A'}	C0618948
SP-303	(None, None)	{'TEXT': 'SP-303'}	C0214828
Sigma- Aldrich	(None, None)	{'TEXT': 'Sigma- Aldrich'}	C1719918
Small molecule	(None, None)	{'TEXT': 'Small molecule'}	C1328819
Suzuki J	(None, None)	{'TEXT': 'Suzuki J'}	C0998924
T16Ainh-A01	(None, None)	{'TEXT': 'T16Ainh-A01'}	C3660416
TCDD-	(None, None)	{'TEXT': 'TCDD-'}	C0039635
TEA+	(None, None)	{'TEXT': 'TEA+'}	C0039400
Tanae  MM	(None, None)	{'TEXT': 'Tanae  MM'}	C4554674
Tanaka  R	(None, None)	{'TEXT': 'Tanaka  R'}	C0684010
Transient Receptor Potential Vanilloid 3	(None, None)	{'TEXT': 'Transient Receptor Potential Vanilloid 3'}	C0040704
UPR	(None, None)	{'TEXT': 'UPR'}	C1155342
Uchida K	(None, None)	{'TEXT': 'Uchida K'}	C1708601
WW	(None, None)	{'PF': 'PF00397', 'TEXT': 'WW'}	C1861696
Z-VAD-fmk	(None, None)	{'TEXT': 'Z-VAD-fmk'}	C0383779
a1b2g2L GABAA receptors	(None, None)	{'TEXT': 'a1b2g2L GABAA receptors'}	C0034807
a7-nAChR bitor	(None, None)	{'TEXT': 'a7-nAChR bitor'}	C0933641
a9-nAChR mRNA	(None, None)	{'TEXT': 'a9-nAChR mRNA'}	C0035696
a9-nAChR promoter luciferase	(None, None)	{'TEXT': 'a9-nAChR promoter luciferase'}	C0024075
adrenaline receptor	(None, None)	{'TEXT': 'adrenaline receptor'}	C0014563
af	(None, None)	{'TEXT': 'afﬁ'}	C0344434
aldose  reductase  inhibitor	(None, None)	{'TEXT': 'aldose  reductase  inhibitor'}	C2348243
api- genin	(None, None)	{'TEXT': 'api- genin'}	C4284635
"api-
genin"	(None, None)	{'TEXT': 'api-\ngenin'}	C4284635
azamulin	(None, None)	{'TEXT': 'azamulin'}	C1506212
ber- gapten	(None, None)	{'TEXT': 'ber- gapten'}	C1158530
bergamottin	(None, None)	{'TEXT': 'bergamottin'}	C0105755
cacao	(None, None)	{'TEXT': 'cacao'}	C0006622
carbonyl reductases	(None, None)	{'TEXT': 'carbonyl reductases'}	C0001954
cat- echins	(None, None)	{'TEXT': 'cat- echins'}	C0007450
cate- chins	(None, None)	{'TEXT': 'cate- chins'}	C0008114
cellular oxidoreductase	(None, None)	{'TEXT': 'cellular oxidoreductase'}	C0030016
ci	(None, None)	{'TEXT': 'ciﬁ'}	C0008107
cmeB  gene	(None, None)	{'TEXT': 'cmeB  gene'}	C0017337
cmeB  mutants	(None, None)	{'TEXT': 'cmeB  mutants'}	C0596988
cmeF  gene	(None, None)	{'TEXT': 'cmeF  gene'}	C0017337
condensation	(None, None)	{'PF': 'PF00668', 'TEXT': 'condensation'}	C0233656
crease intracellular Ca2+	(None, None)	{'TEXT': 'crease intracellular Ca2+'}	C0175996
cur- cumin	(None, None)	{'TEXT': 'cur- cumin'}	C0949872
dihydrorobinetin	(None, None)	{'TEXT': 'dihydrorobinetin'}	C2976767
dx	(None, None)	{'PF': 'PF01666', 'TEXT': 'dx'}	C3538936
endogenous reductases	(None, None)	{'TEXT': 'endogenous reductases'}	C0030016
ferredoxin.26	(None, None)	{'TEXT': 'ferredoxin.26'}	C0015858
furanocoumarins	(None, None)	{'TEXT': 'furanocoumarins'}	C0016859
g-GCS	(None, None)	{'TEXT': 'g-GCS'}	C4283742
g-gluta- myltranspeptidase	(None, None)	{'TEXT': 'g-gluta- myltranspeptidase'}	C1200103
gelatin	(None, None)	{'TEXT': 'gelatin'}	C0017237
ginseng	(None, None)	{'TEXT': 'ginseng'}	C0086767
glucuronidase	(None, None)	{'TEXT': 'glucuronidase'}	C0017776
glutamate transporter inhibitors	(None, None)	{'TEXT': 'glutamate transporter inhibitors'}	C0061467
glycoprotein	(None, None)	{'PF': 'PF03409', 'TEXT': 'glycoprotein'}	C0017968
hy- drolase	(None, None)	{'TEXT': 'hy- drolase'}	C1539791
hyper- forin	(None, None)	{'TEXT': 'hyper- forin'}	C0424295
in- hibit reductase	(None, None)	{'TEXT': 'in- hibit reductase'}	C0030016
"intesti-
nal transporters"	(None, None)	{'TEXT': 'intesti-\nnal transporters'}	C0596902
ion channel	(None, None)	{'PF': 'PF07885', 'TEXT': 'ion channel'}	C0022009
kinesin inhibitor	(None, None)	{'TEXT': 'kinesin inhibitor'}	C0085139
kuguacin J	(None, None)	{'TEXT': 'kuguacin J'}	C3492755
laccases	(None, None)	{'TEXT': 'laccases'}	C0064566
leptin.1,2,4	(None, None)	{'TEXT': 'leptin.1,2,4'}	C0915709
let-7b	(None, None)	{'TEXT': 'let-7b'}	C0406636
lysoso- mal hydrolases.45,46	(None, None)	{'TEXT': 'lysoso- mal hydrolases.45,46'}	C0020289
miR-129-5p	(None, None)	{'TEXT': 'miR-129-5p'}	C1521452
miR-155-5p	(None, None)	{'TEXT': 'miR-155-5p'}	C1521452
miR-29	(None, None)	{'TEXT': 'miR-29'}	C3843708
mitochon- drial dehydrogenases	(None, None)	{'TEXT': 'mitochon- drial dehydrogenases'}	C0030016
monolayers	(None, None)	{'TEXT': 'monolayers'}	C0872351
nel	(None, None)	{'PF': 'PF14496', 'TEXT': 'nel'}	C4054466
p-gp Modulators	(None, None)	{'TEXT': 'p-gp Modulators'}	C1709060
pase-3 inhibitor	(None, None)	{'TEXT': 'pase-3 inhibitor'}	C1999216
peroxidases	(None, None)	{'TEXT': 'peroxidases'}	C0031179
phosphoenolpyruvate carboxykinase	(None, None)	{'PF': 'PF01293', 'TEXT': 'phosphoenolpyruvate carboxykinase'}	C0251211
plant extracts	(None, None)	{'TEXT': 'plant extracts'}	C0032098
procyanidin B2causes	(None, None)	{'TEXT': 'procyanidin B2causes'}	C0072061
procyanidin dimers	(None, None)	{'TEXT': 'procyanidin dimers'}	C0072061
quercetrin	(None, None)	{'TEXT': 'quercetrin'}	C0072836
re- combinant  DR5/Fc  chimera  protein	(None, None)	{'TEXT': 're- combinant  DR5/Fc  chimera  protein'}	C1527752
reductase	(None, None)	{'TEXT': 'reductase'}	C0030016
rooibos	(None, None)	{'TEXT': 'rooibos'}	C1027798
scramblase	(None, None)	{'PF': 'PF03803', 'TEXT': 'scramblase'}	C2247789
sulfotransferase	(None, None)	{'IP': 'IPR005331', 'TEXT': 'sulfotransferase'}	C0038769
theaflavin- 3,3 -digallate	(None, None)	{'TEXT': 'theaflavin- 3,3 -digallate'}	C0076379
topoisomerase-II-	(None, None)	{'TEXT': 'topoisomerase-II-'}	C0012863
tt12 mutant	(None, None)	{'TEXT': 'tt12 mutant'}	C0596988
uricase	(None, None)	{'PF': 'PF01014', 'TEXT': 'uricase'}	C0937932
vacuolar peroxidases	(None, None)	{'TEXT': 'vacuolar peroxidases'}	C0042219
~4	(None, None)	{'TEXT': '~4'}	C3838679
-Amylase	(None, None)	{'TEXT': 'α-Amylase'}	C0002712
-glucosidases	(None, None)	{'TEXT': 'α-glucosidases'}	C0017764
-PGG	(None, None)	{'TEXT': 'β-PGG'}	C0033563
-actin	(None, None)	{'TEXT': 'β-actin'}	C0001271
-carotene	(None, None)	{'TEXT': 'β-carotene'}	C0007269
-glucuronidase	(None, None)	{'TEXT': 'β-glucuronidase'}	C0017776
yohimbine	('CHEBI', 'CHEBI:10093')	{'CHEBI': 'CHEBI:10093', 'TEXT': 'yohimbine', 'DRUGBANK': 'DB01392', 'HMDB': 'HMDB0015464', 'CAS': '146-48-5', 'CHEMBL': 'CHEMBL15245', 'PUBCHEM': '8969', 'MESH': 'D015016'}	C0724441
sodium ascorbate	('CHEBI', 'CHEBI:113451')	{'CHEBI': 'CHEBI:113451', 'TEXT': 'sodium ascorbate', 'CHEMBL': 'CHEMBL591665', 'PUBCHEM': '23667548', 'DRUGBANK': 'DB14482', 'CAS': '134-03-2'}	C0887557
2-aminoethoxydiphenylborane	('CHEBI', 'CHEBI:131184')	{'PUBCHEM': '1598', 'TEXT': '2-APB', 'CHEMBL': 'CHEMBL169233', 'CHEBI': 'CHEBI:131184', 'CAS': '524-95-8'}	C0740116
demethylzeylasteral	('CHEBI', 'CHEBI:132314')	{'CHEBI': 'CHEBI:132314', 'TEXT': 'demethylzeylasteral', 'CAS': '107316-88-1', 'CHEMBL': 'CHEMBL3949551', 'PUBCHEM': '10322911'}	C0390437
demethylzeylasteral	('CHEBI', 'CHEBI:132314')	{'CHEBI': 'CHEBI:132314', 'TEXT': 'Demethylzeylasteral', 'CAS': '107316-88-1', 'CHEMBL': 'CHEMBL3949551', 'PUBCHEM': '10322911'}	C0390437
NAD	('CHEBI', 'CHEBI:13389')	{'CHEBI': 'CHEBI:13389', 'TEXT': 'NAD'}	C0027270
autophagy inducer	('CHEBI', 'CHEBI:138880')	{'CHEBI': 'CHEBI:138880', 'TEXT': 'autophagy inducer'}	C0004391
rubusoside	('CHEBI', 'CHEBI:145021')	{'CHEBI': 'CHEBI:145021', 'TEXT': 'Rubusoside', 'PUBCHEM': '24721373', 'CHEMBL': 'CHEMBL499256'}	C0165011
D-threo-isocitric acid	('CHEBI', 'CHEBI:151')	{'PUBCHEM': '5318532', 'TEXT': 'ict', 'HMDB': 'HMDB0001874', 'CHEBI': 'CHEBI:151', 'CAS': '6061-97-8', 'CHEMBL': 'CHEMBL390356'}	C1859088
acetaldehyde	('CHEBI', 'CHEBI:15343')	{'CHEBI': 'CHEBI:15343', 'TEXT': 'acetaldehyde', 'MESH': 'D000079', 'HMDB': 'HMDB0000990', 'CAS': '75-07-0', 'CHEMBL': 'CHEMBL170365', 'PUBCHEM': '177'}	C0000966
pyruvate	('CHEBI', 'CHEBI:15361')	{'CHEBI': 'CHEBI:15361', 'TEXT': 'pyruvate', 'PUBCHEM': '107735', 'CAS': '57-60-3'}	C0244104
acetylsalicylic acid	('CHEBI', 'CHEBI:15365')	{'PUBCHEM': '2244', 'CHEBI': 'CHEBI:15365', 'HMDB': 'HMDB0001879', 'DRUGBANK': 'DB00945', 'CHEMBL': 'CHEMBL25', 'CAS': '50-78-2', 'MESH': 'D001241', 'TEXT': 'aspirin'}	C0004057
all-trans-retinoic acid	('CHEBI', 'CHEBI:15367')	{'CHEBI': 'CHEBI:15367', 'PUBCHEM': '444795', 'CHEMBL': 'CHEMBL38', 'CAS': '302-79-4', 'HMDB': 'HMDB0001852', 'DRUGBANK': 'DB00755', 'MESH': 'D014212', 'TEXT': 'ATRA'}	C0040845
prostaglandin E2	('CHEBI', 'CHEBI:15551')	{'CHEBI': 'CHEBI:15551', 'TEXT': 'prostaglandin E2', 'MESH': 'D015232', 'CHEMBL': 'CHEMBL548', 'DRUGBANK': 'DB00917', 'PUBCHEM': '5280360', 'CAS': '363-24-6', 'HMDB': 'HMDB0001220'}	C0033559
adenosine 5'-monophosphate	('CHEBI', 'CHEBI:16027')	{'HMDB': 'HMDB0000045', 'CHEBI': 'CHEBI:16027', 'PUBCHEM': '6083', 'CHEMBL': 'CHEMBL752', 'DRUGBANK': 'DB00131', 'CAS': '61-19-8', 'TEXT': 'AMP'}	C4285220
adenosine 5'-monophosphate	('CHEBI', 'CHEBI:16027')	{'PUBCHEM': '6083', 'TEXT': 'adenosine monophosphate', 'HMDB': 'HMDB0000045', 'CHEBI': 'CHEBI:16027', 'CHEMBL': 'CHEMBL752', 'DRUGBANK': 'DB00131', 'CAS': '61-19-8'}	C4285220
chlorogenic acid	('CHEBI', 'CHEBI:16112')	{'CHEBI': 'CHEBI:16112', 'TEXT': 'chlorogenic acid', 'HMDB': 'HMDB0003164', 'DRUGBANK': 'DB12029', 'PUBCHEM': '1794427', 'CHEMBL': 'CHEMBL284616', 'CAS': '327-97-9', 'MESH': 'D002726'}	C0008240
pyrogallol	('CHEBI', 'CHEBI:16164')	{'CHEBI': 'CHEBI:16164', 'TEXT': 'pyrogallol', 'PUBCHEM': '1057', 'HMDB': 'HMDB0013674', 'MESH': 'D011748', 'CHEMBL': 'CHEMBL307145', 'CAS': '87-66-1'}	C0034303
methane	('CHEBI', 'CHEBI:16183')	{'PUBCHEM': '297', 'TEXT': '6C', 'HMDB': 'HMDB0002714', 'CHEBI': 'CHEBI:16183', 'MESH': 'D008697', 'CHEMBL': 'CHEMBL17564', 'CAS': '74-82-8'}	C4222868
sulfate	('CHEBI', 'CHEBI:16189')	{'CHEBI': 'CHEBI:16189', 'TEXT': 'sulfate', 'DRUGBANK': 'DB14546', 'CAS': '14808-79-8', 'PUBCHEM': '1117'}	C0038720
hydroxide	('CHEBI', 'CHEBI:16234')	{'PUBCHEM': '961', 'TEXT': 'hydroxy', 'CAS': '14280-30-9', 'HMDB': 'HMDB0001039', 'DRUGBANK': 'DB14522', 'CHEBI': 'CHEBI:16234'}	C0700307
hydrogen peroxide	('CHEBI', 'CHEBI:16240')	{'PUBCHEM': '784', 'TEXT': 'Hydrogen  peroxide', 'DRUGBANK': 'DB11091', 'HMDB': 'HMDB0003125', 'CHEBI': 'CHEBI:16240', 'CAS': '7722-84-1', 'CHEMBL': 'CHEMBL71595'}	C0020281
sphingosine	('CHEBI', 'CHEBI:16393')	{'CHEBI': 'CHEBI:16393', 'TEXT': 'sphingosine', 'DRUGBANK': 'DB03203', 'CHEMBL': 'CHEMBL67166', 'PUBCHEM': '5280335', 'CAS': '123-78-4', 'HMDB': 'HMDB0000252', 'MESH': 'D013110'}	C0037907
